1	2010-07-25T11:40:18Z	48.86337875	2.333328717	1500177
24	2010-05-20T06:26:35Z	48.8531597294	2.3490571976	48661
103	2010-02-18T09:57:38Z	48.8768598457	2.3593139648	54904
103	2010-02-17T20:10:15Z	48.8416757836	2.3083819542	573746
103	2010-02-17T17:03:18Z	48.8601269497	2.3368263245	25285
103	2010-02-16T17:41:14Z	48.8738185587	2.295024097	23328
103	2010-02-16T17:35:36Z	48.87179475	2.3020425333	385410
103	2010-02-16T15:34:48Z	48.855023397	2.3125040531	60180
103	2010-02-16T13:21:23Z	48.8688817667	2.3242263333	234810
103	2010-02-16T11:55:39Z	48.8689441373	2.3216225281	567631
103	2010-02-15T15:02:40Z	48.8506994407	2.3245739937	141453
103	2010-02-15T10:24:28Z	48.8728823705	2.3311994598	563021
103	2010-02-15T09:29:00Z	48.8688817667	2.3242263333	234810
103	2010-02-14T17:38:49Z	48.85357375	2.28986785	45009
103	2010-02-14T16:53:48Z	48.8622868029	2.2881603241	558927
103	2010-02-14T16:30:29Z	48.8583481772	2.2943508625	21869
103	2010-02-14T10:49:28Z	48.8445852167	2.3097124667	394357
103	2010-02-14T02:54:33Z	48.8450830347	2.3098862171	394345
103	2010-02-13T21:38:07Z	48.8493969667	2.29552335	526926
103	2010-02-13T19:10:14Z	48.84149934	2.2994613471	553283
103	2010-02-13T18:01:00Z	48.8506994407	2.3245739937	141453
103	2010-02-13T17:53:53Z	48.8564421167	2.3408081167	36666
103	2010-02-13T17:48:18Z	48.8689104833	2.35613965	73057
103	2010-02-13T17:41:03Z	48.8768598457	2.3593139648	54904
120	2010-06-23T14:40:17Z	48.8808464037	2.3552799225	34598
120	2010-06-23T14:40:02Z	48.8797907606	2.3547058475	486347
120	2010-06-23T14:39:02Z	48.8783825826	2.357000876	720322
120	2010-06-23T14:33:16Z	48.8702872806	2.3178615541	1026984
120	2010-06-23T14:32:40Z	48.8737523333	2.3145529833	670094
120	2010-06-23T07:47:44Z	48.87188015	2.313592447	1324923
120	2010-06-23T07:45:32Z	48.8674895667	2.3160236	1011947
120	2010-03-07T17:31:58Z	48.8808464037	2.3552799225	34598
120	2010-03-07T15:20:09Z	48.8618209601	2.3346805573	93066
120	2010-03-07T14:31:36Z	48.8716980167	2.3006398	39420
120	2010-03-07T14:31:24Z	48.87067037	2.30160343	425236
120	2010-03-07T14:31:08Z	48.8699130833	2.3043263333	479879
120	2010-03-07T14:30:55Z	48.87179475	2.3020425333	385410
120	2010-03-07T14:30:45Z	48.8702407524	2.3057019711	93194
120	2010-03-07T14:30:34Z	48.87147998	2.3021034	357856
120	2010-03-07T14:30:22Z	48.87124502	2.30210727	257596
120	2010-03-07T14:30:10Z	48.87146264	2.30213648	324087
120	2010-03-07T14:29:53Z	48.8710854833	2.3043331167	35359
120	2010-03-07T14:29:44Z	48.8710478667	2.3040116667	514569
120	2010-03-07T14:29:33Z	48.8710990074	2.3038103833	610723
120	2010-03-06T11:16:11Z	48.8420689	2.4137382	653230
120	2010-03-06T08:42:44Z	48.8471954414	2.4110118073	652765
120	2010-03-05T18:43:42Z	48.8473207469	2.4084996139	636897
120	2010-03-05T12:09:31Z	48.85582369	2.37328749	263294
120	2010-03-05T12:09:15Z	48.8549129	2.37505745	35465
120	2010-03-05T11:32:29Z	48.8658093167	2.3232382833	647449
120	2010-03-05T11:00:46Z	48.8670564	2.3210203833	40191
120	2010-03-05T10:34:56Z	48.8773608289	2.3492717743	263414
121	2010-09-28T19:09:34Z	48.8717591343	2.3430342685	108389
157	2010-04-24T15:46:45Z	48.8428833	2.3260104667	969306
172	2010-09-29T12:47:44Z	49.0133294077	2.5409317017	23249
172	2010-09-23T06:34:35Z	49.0133294077	2.5409317017	23249
174	2010-10-09T08:19:02Z	48.8939276667	2.38681625	234999
179	2010-10-11T08:06:56Z	49.0133294077	2.5409317017	23249
281	2010-03-28T13:07:51Z	49.0133294077	2.5409317017	23249
332	2010-08-29T10:25:29Z	48.8725322333	2.29654445	1166786
332	2010-08-29T10:25:18Z	48.8738791833	2.293605	758276
332	2010-08-29T10:25:00Z	48.8738185587	2.295024097	23328
332	2010-08-29T10:24:53Z	48.8736148715	2.2923907042	1159094
332	2010-08-29T10:00:48Z	48.8608963199	2.2974085808	752824
332	2010-08-29T10:00:31Z	48.8619758833	2.2911440833	45017
332	2010-08-29T10:00:20Z	48.8583481772	2.2943508625	21869
332	2010-08-29T10:00:12Z	48.8604958333	2.2913865667	45016
332	2010-08-29T10:00:01Z	48.8590046363	2.2931492329	1273813
332	2010-08-28T22:32:33Z	48.8623983366	2.3355998693	241529
332	2010-08-28T22:32:21Z	48.8652370399	2.328286171	838842
332	2010-08-28T22:32:10Z	48.8615182	2.33412796	1349697
332	2010-08-28T22:31:26Z	48.8618209601	2.3346805573	93066
332	2010-08-28T11:35:24Z	48.8601269497	2.3368263245	25285
332	2010-08-28T11:33:42Z	48.8531597294	2.3490571976	48661
